user_id,amount,transaction_type,is_international,new_payee,hour,day_of_week,location,merchant_category,failed_login_attempts,account_age_days,transactions_last_24h,amount_ratio,time_risk,velocity_score,account_risk,is_fraud
user_6568,1337.01,ach,False,True,17,0,US,utilities,0,1188,2,16.71,1,2,1,0
user_5329,87.48,ach,False,True,8,0,UK,restaurant,0,53,2,2.19,3,2,5,0
user_9394,72.41,ach,False,False,17,1,AU,retail,0,484,1,0.48,1,1,1,0
user_8933,272.22,ach,True,False,22,5,UK,groceries,0,441,3,2.72,2,3,1,0
user_2627,334.01,ach,False,False,20,6,UK,utilities,0,278,3,4.18,2,3,1,0
user_1807,1630.16,credit_card,False,False,13,5,UK,groceries,0,378,3,16.3,1,3,1,0
user_2617,31.99,debit_card,False,True,21,5,AU,restaurant,0,2724,2,0.8,2,2,1,0
user_9904,1849.45,debit_card,False,False,17,4,CA,utilities,0,1528,3,23.12,1,3,1,0
user_8750,34.13,debit_card,False,False,6,5,UK,utilities,0,1680,1,0.43,3,1,1,0
user_4089,885.77,ach,True,False,18,3,AU,groceries,0,1646,1,8.86,2,1,1,0
user_1424,188.85,debit_card,False,False,15,2,AU,groceries,0,2330,3,1.89,1,3,1,0
user_5438,232.41,ach,False,False,16,6,CA,utilities,0,524,2,2.91,1,2,1,0
user_6890,1860.65,ach,False,False,18,3,US,utilities,0,477,1,23.26,2,1,1,0
user_1618,1814.82,credit_card,False,False,7,4,UK,retail,0,87,1,12.1,3,1,5,0
user_5689,73.42,debit_card,False,False,19,5,UK,groceries,0,927,1,0.73,2,1,1,0
user_4621,567.46,credit_card,False,False,16,6,UK,utilities,0,279,1,7.09,1,1,1,0
user_7408,9899.72,wire_transfer,True,True,5,3,CA,wire_transfer,3,1442,16,19.8,10,16,1,1
user_1344,1349.92,credit_card,False,False,20,4,CA,restaurant,0,2440,2,33.75,2,2,1,0
user_6008,645.14,credit_card,False,False,8,0,UK,utilities,0,3338,2,8.06,3,2,1,0
user_7018,744.36,debit_card,False,True,16,5,US,retail,0,3008,2,4.96,1,2,1,0
user_5684,986.75,ach,False,False,9,1,US,retail,0,133,2,6.58,3,2,5,0
user_5803,9592.32,cryptocurrency,True,True,12,6,CA,cryptocurrency,1,2915,14,9.59,1,14,1,1
user_4519,151.83,debit_card,False,False,13,0,US,utilities,0,2394,1,1.9,1,1,1,0
user_3165,1454.58,debit_card,False,False,17,6,UK,utilities,0,3431,1,18.18,1,1,1,0
user_6169,52.33,ach,False,False,18,1,CA,restaurant,0,814,1,1.31,2,1,1,0
user_7010,979.19,debit_card,False,False,9,0,AU,retail,0,2267,3,6.53,3,3,1,0
user_3595,18979.76,wire_transfer,True,True,1,5,CN,wire_transfer,3,2546,8,37.96,10,8,1,1
user_6085,120.47,credit_card,False,False,8,4,CA,utilities,0,130,1,1.51,3,1,5,0
user_9622,138.83,debit_card,False,False,8,0,UK,groceries,0,2915,2,1.39,3,2,1,0
user_8372,507.63,debit_card,False,False,20,4,UK,retail,0,555,3,3.38,2,3,1,0
user_8157,343.61,ach,False,False,21,2,UK,utilities,0,743,1,4.3,2,1,1,0
user_2867,261.17,credit_card,False,False,19,0,AU,restaurant,0,2191,1,6.53,2,1,1,0
user_6802,90.02,debit_card,False,False,16,0,US,gas,0,1816,3,1.8,1,3,1,0
user_5278,173.27,debit_card,False,True,7,2,CA,groceries,0,2148,2,1.73,3,2,1,0
user_3079,327.71,debit_card,False,False,19,6,US,gas,0,3189,2,6.55,2,2,1,0
user_7479,191.03,debit_card,False,False,16,1,UK,groceries,0,3093,1,1.91,1,1,1,0
user_3139,1427.22,ach,False,False,16,6,UK,utilities,0,2825,1,17.84,1,1,1,0
user_9123,113.03,ach,False,True,9,4,AU,utilities,0,1343,3,1.41,3,3,1,0
user_5442,890.49,debit_card,False,False,18,5,UK,restaurant,0,592,1,22.26,2,1,1,0
user_5380,1437.6,credit_card,False,True,18,6,US,restaurant,0,585,3,35.94,2,3,1,0
user_4621,972.82,debit_card,False,False,16,6,UK,utilities,0,279,1,12.16,1,1,1,0
user_7304,329.37,ach,False,False,6,4,US,gas,0,845,2,6.59,3,2,1,0
user_4893,390.65,debit_card,False,False,9,0,US,retail,0,1006,3,2.6,3,3,1,0
user_3712,353.93,credit_card,True,False,8,6,AU,groceries,0,1522,3,3.54,3,3,1,0
user_1659,109.75,debit_card,False,False,16,2,AU,retail,0,1169,1,0.73,1,1,1,0
user_3636,231.26,ach,False,False,22,0,UK,utilities,0,629,3,2.89,2,3,1,0
user_7149,710.04,debit_card,False,False,18,3,CA,gas,0,341,1,14.2,2,1,1,0
user_2642,187.78,ach,False,True,20,2,AU,retail,0,3249,3,1.25,2,3,1,0
user_7631,56.17,ach,False,False,9,4,CA,retail,0,1437,3,0.37,3,3,1,0
user_9808,715.44,debit_card,False,False,11,1,UK,groceries,0,372,2,7.15,1,2,1,0
user_5011,818.95,debit_card,False,False,21,1,US,utilities,0,1895,2,10.24,2,2,1,0
user_1945,1946.34,debit_card,False,True,17,6,UK,retail,0,2992,3,12.98,1,3,1,0
user_9922,143.01,debit_card,False,True,21,3,CA,restaurant,0,1118,3,3.58,2,3,1,0
user_3852,135.74,credit_card,False,True,20,1,CA,utilities,0,527,2,1.7,2,2,1,0
user_2943,120.56,ach,False,True,21,1,AU,groceries,0,2196,1,1.21,2,1,1,0
user_1842,223.68,debit_card,False,False,22,5,UK,restaurant,0,1470,1,5.59,2,1,1,0
user_2627,171.89,ach,False,False,19,0,UK,restaurant,0,278,1,4.3,2,1,1,0
user_7939,758.75,credit_card,False,False,13,3,UK,groceries,0,2817,2,7.59,1,2,1,0
user_1517,801.64,credit_card,False,False,18,5,US,utilities,0,811,1,10.02,2,1,1,0
user_1857,146.96,debit_card,False,False,8,3,UK,gas,0,417,2,2.94,3,2,1,0
user_1639,1706.98,ach,False,True,19,3,US,groceries,0,411,1,17.07,2,1,1,0
user_8489,97.72,credit_card,False,True,6,5,AU,gas,0,2474,2,1.95,3,2,1,0
user_1833,1933.68,credit_card,False,False,18,4,UK,restaurant,0,2039,1,48.34,2,1,1,0
user_4176,131.92,debit_card,True,False,13,5,CA,utilities,0,997,1,1.65,1,1,1,0
user_8126,550.79,debit_card,False,True,21,2,UK,retail,0,1452,2,3.67,2,2,1,0
user_3096,241.9,ach,False,False,18,2,CA,utilities,0,2814,1,3.02,2,1,1,0
user_8786,1948.12,credit_card,False,False,6,4,UK,gas,0,3187,1,38.96,3,1,1,0
user_6364,1256.02,credit_card,True,True,20,1,UK,groceries,0,807,1,12.56,2,1,1,0
user_7224,365.84,debit_card,False,False,17,3,UK,utilities,0,1793,2,4.57,1,2,1,0
user_1659,50.6,debit_card,False,False,9,3,CA,retail,0,3467,3,0.34,3,3,1,0
user_7594,9669.38,cryptocurrency,True,True,9,6,AU,cryptocurrency,3,1823,8,9.67,3,8,1,1
user_8414,65.12,debit_card,False,False,8,0,CA,utilities,0,38,1,0.81,3,1,5,0
user_8715,925.93,debit_card,False,False,22,0,UK,gas,0,403,2,18.52,2,2,1,0
user_8432,305.89,debit_card,False,False,8,5,UK,groceries,0,1306,3,3.06,3,3,1,0
user_4534,41.08,credit_card,False,False,6,4,AU,groceries,0,2105,1,0.41,3,1,1,0
user_1674,56.78,ach,False,False,7,5,US,groceries,0,2657,3,0.57,3,3,1,0
user_8714,1021.92,ach,True,True,19,2,CA,gas,0,3150,3,20.44,2,3,1,0
user_4621,779.34,debit_card,False,False,16,6,UK,gas,0,279,3,15.59,1,3,1,0
user_9311,1842.69,debit_card,False,True,19,2,AU,gas,0,2932,3,36.85,2,3,1,0
user_1567,1350.61,debit_card,False,False,22,1,CA,groceries,0,2681,1,13.51,2,1,1,0
user_6437,203.75,ach,False,False,16,5,UK,retail,0,924,2,1.36,1,2,1,0
user_4505,71.05,ach,False,False,14,4,AU,gas,0,1385,1,1.42,1,1,1,0
user_3584,428.38,debit_card,False,False,20,3,UK,gas,0,2535,3,8.57,2,3,1,0
user_2809,34.79,credit_card,False,True,21,5,US,gas,0,209,2,0.7,2,2,1,0
user_4560,185.26,debit_card,False,False,11,3,UK,restaurant,0,2842,2,4.63,1,2,1,0
user_4450,133.55,ach,False,False,13,1,US,gas,0,421,3,2.67,1,3,1,0
user_3170,286.1,debit_card,True,True,6,3,CA,groceries,0,1543,1,2.86,3,1,1,0
user_2696,355.96,credit_card,False,True,19,2,UK,groceries,0,2094,2,3.56,2,2,1,0
user_2796,85.79,credit_card,False,False,19,3,CA,gas,0,3274,1,1.72,2,1,1,0
user_9148,41.53,debit_card,True,False,8,2,AU,retail,0,1718,3,0.28,3,3,1,0
user_2943,146.04,ach,False,False,18,4,AU,gas,0,2196,3,2.92,2,3,1,0
user_7296,397.05,ach,False,False,22,5,UK,utilities,0,2944,1,4.96,2,1,1,0
user_4150,174.68,ach,False,False,15,4,UK,utilities,0,951,3,2.18,1,3,1,0
user_5927,168.53,debit_card,False,True,13,5,US,groceries,0,2333,1,1.69,1,1,1,0
user_2476,274.55,debit_card,False,False,13,1,AU,retail,0,749,1,1.83,1,1,1,0
user_9531,582.85,credit_card,False,False,19,5,CA,restaurant,0,1739,2,14.57,2,2,1,0
user_7165,197.6,debit_card,False,False,20,6,AU,groceries,0,1475,1,1.98,2,1,1,0
user_3555,69.71,debit_card,False,False,11,4,US,groceries,0,1025,1,0.7,1,1,1,0
user_6455,162.88,credit_card,False,False,9,2,CA,groceries,0,808,2,1.63,3,2,1,0
user_3381,478.56,debit_card,False,True,21,2,AU,retail,0,391,2,3.19,2,2,1,0
user_1076,384.07,credit_card,False,False,7,6,AU,retail,0,2103,2,2.56,3,2,1,0
user_6345,106.38,debit_card,True,False,16,1,UK,retail,0,986,2,0.71,1,2,1,0
user_4450,183.19,credit_card,True,False,15,2,US,gas,0,421,3,3.66,1,3,1,0
user_7732,80.79,ach,False,True,6,1,US,groceries,0,553,2,0.81,3,2,1,0
user_6096,72.88,credit_card,False,True,20,2,US,retail,0,1307,3,0.49,2,3,1,0
user_2765,252.0,debit_card,False,False,10,5,US,gas,0,3192,2,5.04,1,2,1,0
user_7304,688.42,debit_card,False,False,10,5,US,gas,0,845,3,13.77,1,3,1,0
user_2101,99.67,debit_card,False,False,18,4,UK,groceries,0,1513,2,1.0,2,2,1,0
user_6727,87.86,debit_card,False,False,14,3,US,gas,0,1653,1,1.76,1,1,1,0
user_4598,315.58,debit_card,False,False,9,6,CA,restaurant,0,3396,2,7.89,3,2,1,0
user_3931,1125.44,debit_card,False,True,21,6,AU,retail,0,3086,3,7.5,2,3,1,0
user_1100,117.89,credit_card,False,False,7,6,AU,utilities,0,315,3,1.47,3,3,1,0
user_8886,83.14,ach,False,True,17,6,US,groceries,0,704,3,0.83,1,3,1,0
user_9163,1607.23,credit_card,False,False,15,4,AU,gas,0,3630,1,32.14,1,1,1,0
user_6671,179.2,credit_card,False,False,15,5,CA,restaurant,0,3614,3,4.48,1,3,1,0
user_9941,388.29,debit_card,False,False,19,0,CA,utilities,0,1250,2,4.85,2,2,1,0
user_1202,1232.93,ach,False,False,18,1,CA,retail,0,2773,1,8.22,2,1,1,0
user_5093,26.03,credit_card,False,False,16,4,US,utilities,0,3322,2,0.33,1,2,1,0
user_3815,1517.32,credit_card,False,False,16,2,UK,utilities,0,390,3,18.97,1,3,1,0
user_6364,530.02,debit_card,False,False,19,5,UK,utilities,0,807,3,6.63,2,3,1,0
user_1685,186.85,debit_card,False,False,13,2,US,utilities,0,1495,2,2.34,1,2,1,0
user_2343,216.11,credit_card,False,True,7,3,CA,utilities,0,1108,1,2.7,3,1,1,0
user_4944,9800.55,wire_transfer,True,True,10,1,UK,cryptocurrency,2,229,19,9.8,1,19,1,1
user_7146,574.48,credit_card,False,False,9,1,US,retail,0,1680,1,3.83,3,1,1,0
user_4588,63.68,debit_card,True,False,12,0,US,restaurant,0,3342,3,1.59,1,3,1,0
user_1878,363.59,credit_card,False,False,6,5,AU,gas,0,589,3,7.27,3,3,1,0
user_1076,170.39,debit_card,False,False,10,2,AU,restaurant,0,2103,3,4.26,1,3,1,0
user_9031,44.87,credit_card,False,False,14,0,UK,restaurant,0,2633,3,1.12,1,3,1,0
user_2130,5676.28,wire_transfer,True,True,0,4,RO,wire_transfer,5,1704,15,11.35,10,15,1,1
user_3147,677.62,ach,False,False,17,1,CA,groceries,0,694,3,6.78,1,3,1,0
user_4295,127.19,debit_card,False,True,17,3,UK,gas,0,1824,1,2.54,1,1,1,0
user_6759,509.99,credit_card,False,False,15,6,CA,restaurant,0,1044,3,12.75,1,3,1,0
user_9327,160.48,debit_card,False,False,11,6,UK,restaurant,0,3194,3,4.01,1,3,1,0
user_7753,386.49,debit_card,False,False,10,1,UK,gas,0,73,3,7.73,1,3,5,0
user_3139,1647.56,debit_card,False,False,15,3,UK,groceries,0,2825,2,16.48,1,2,1,0
user_2562,148.46,ach,False,False,9,5,AU,restaurant,0,1355,2,3.71,3,2,1,0
user_4637,584.16,debit_card,False,False,19,4,CA,gas,0,1855,3,11.68,2,3,1,0
user_8109,228.25,debit_card,False,False,22,0,US,groceries,0,2193,2,2.28,2,2,1,0
user_7825,194.63,debit_card,False,False,22,3,US,utilities,0,2174,3,2.43,2,3,1,0
user_7824,1371.51,credit_card,False,True,13,1,US,utilities,0,2474,3,17.14,1,3,1,0
user_4920,118.81,credit_card,False,False,9,1,CA,gas,0,2643,2,2.38,3,2,1,0
user_5349,51.15,debit_card,False,False,10,1,AU,groceries,0,1445,2,0.51,1,2,1,0
user_7334,229.48,debit_card,False,False,8,2,AU,groceries,0,2864,2,2.29,3,2,1,0
user_3222,971.23,ach,False,False,13,4,UK,groceries,0,2776,1,9.71,1,1,1,0
user_3340,269.54,credit_card,False,False,7,4,CA,restaurant,0,3081,2,6.74,3,2,1,0
user_9364,1536.74,debit_card,False,False,21,3,CA,restaurant,0,2549,1,38.42,2,1,1,0
user_4295,176.73,debit_card,False,False,15,2,UK,retail,0,1824,1,1.18,1,1,1,0
user_2916,51.95,credit_card,False,False,17,3,CA,utilities,0,2122,1,0.65,1,1,1,0
user_6416,101.02,debit_card,False,False,8,3,US,gas,0,2781,1,2.02,3,1,1,0
user_2989,895.12,wire_transfer,True,True,1,3,VN,electronics,5,565,10,1.79,10,10,1,1
user_7723,1679.21,credit_card,False,False,22,6,AU,retail,0,3605,3,11.19,2,3,1,0
user_4616,1113.28,debit_card,False,False,21,1,US,retail,0,83,1,7.42,2,1,5,0
user_2655,320.85,ach,False,False,15,1,UK,groceries,0,588,2,3.21,1,2,1,0
user_2647,112.55,credit_card,False,False,7,3,CA,restaurant,0,1696,3,2.81,3,3,1,0
user_7363,142.7,debit_card,False,False,11,6,CA,retail,0,998,1,0.95,1,1,1,0
user_2260,336.16,debit_card,False,False,11,2,CA,gas,0,2351,1,6.72,1,1,1,0
user_5833,182.78,credit_card,False,True,21,2,CA,retail,0,927,3,1.22,2,3,1,0
user_8490,87.63,ach,False,False,21,6,AU,utilities,0,1322,2,1.1,2,2,1,0
user_2293,867.79,ach,False,True,20,0,CA,groceries,0,2264,3,8.68,2,3,1,0
user_6437,363.23,ach,False,True,14,1,UK,retail,0,924,1,2.42,1,1,1,0
user_7150,419.59,debit_card,False,True,9,2,AU,gas,0,381,1,8.39,3,1,1,0
user_3321,316.86,debit_card,False,False,13,2,UK,retail,0,1895,3,2.11,1,3,1,0
user_3385,70.57,debit_card,False,False,18,2,AU,restaurant,0,2348,3,1.76,2,3,1,0
user_9383,52.82,ach,False,False,20,1,US,restaurant,0,1078,1,1.32,2,1,1,0
user_5082,1982.47,debit_card,False,False,9,1,AU,utilities,0,3232,2,24.78,3,2,1,0
user_6155,91.99,debit_card,False,False,19,5,AU,groceries,0,1650,1,0.92,2,1,1,0
user_1472,78.51,debit_card,False,False,16,0,AU,restaurant,0,492,1,1.96,1,1,1,0
user_2420,36.25,debit_card,False,False,9,4,US,gas,0,2444,2,0.72,3,2,1,0
user_2809,1638.53,ach,False,True,18,2,AU,retail,0,640,3,10.92,2,3,1,0
user_1485,113.99,debit_card,False,False,15,5,AU,retail,0,964,3,0.76,1,3,1,0
user_9148,38.59,debit_card,False,False,8,1,AU,utilities,0,2100,1,0.48,3,1,1,0
user_5728,990.97,debit_card,False,False,10,3,AU,restaurant,0,2850,2,24.77,1,2,1,0
user_7878,763.62,debit_card,False,False,6,6,CA,restaurant,0,2944,1,19.09,3,1,1,0
user_8286,158.04,ach,False,False,13,5,US,utilities,0,572,1,1.98,1,1,1,0
user_8988,121.98,debit_card,False,False,18,2,CA,restaurant,0,1313,1,3.05,2,1,1,0
user_9524,239.57,credit_card,False,False,20,6,CA,gas,0,1745,1,4.79,2,1,1,0
user_2394,219.63,debit_card,False,False,9,3,UK,utilities,0,897,1,2.75,3,1,1,0
user_9591,66.94,ach,False,False,14,3,CA,retail,0,1368,3,0.45,1,3,1,0
user_8269,1793.37,wire_transfer,True,True,2,2,NG,wire_transfer,2,148,13,3.59,10,13,5,1
user_8277,589.33,ach,False,False,13,3,AU,groceries,0,988,1,5.89,1,1,1,0
user_9798,552.81,ach,True,False,6,0,UK,gas,0,936,3,11.06,3,3,1,0
user_9922,88.76,ach,False,False,20,1,CA,gas,0,1118,3,1.78,2,3,1,0
user_8529,295.76,credit_card,False,False,19,2,US,retail,0,3325,3,1.97,2,3,1,0
user_3621,59.52,debit_card,False,False,6,4,AU,gas,0,172,3,1.19,3,3,5,0
user_9727,9546.74,cryptocurrency,True,True,23,3,AU,cryptocurrency,2,2281,11,9.55,7,11,1,1
user_6568,868.94,debit_card,False,False,17,2,US,restaurant,0,1188,1,21.72,1,1,1,0
user_1996,892.92,debit_card,False,True,12,0,AU,utilities,0,2840,2,11.16,1,2,1,0
user_4666,304.48,debit_card,False,False,21,4,UK,retail,0,2949,1,2.03,2,1,1,0
user_4727,43.35,debit_card,False,False,12,3,US,retail,0,3144,3,0.29,1,3,1,0
user_6269,534.39,debit_card,False,False,14,5,CA,retail,0,136,2,3.56,1,2,5,0
user_4143,990.34,debit_card,False,True,22,5,AU,restaurant,0,2804,3,24.76,2,3,1,0
user_9180,186.19,debit_card,False,False,22,3,UK,retail,0,1021,1,1.24,2,1,1,0
user_1485,305.33,debit_card,False,False,14,4,AU,groceries,0,964,1,3.05,1,1,1,0
user_7565,354.74,debit_card,False,False,9,5,US,retail,0,651,3,2.36,3,3,1,0
user_5712,1305.52,debit_card,False,False,10,5,US,utilities,0,1839,2,16.32,1,2,1,0
user_5458,1248.41,credit_card,False,False,14,5,CA,groceries,0,1343,1,12.48,1,1,1,0
user_7607,53.83,debit_card,False,False,10,5,AU,restaurant,0,1849,1,1.35,1,1,1,0
user_7909,51.07,ach,True,False,8,2,CA,retail,0,2881,3,0.34,3,3,1,0
user_3101,68.01,credit_card,False,False,19,3,AU,groceries,0,1989,3,0.68,2,3,1,0
user_1807,636.08,debit_card,False,False,12,0,UK,gas,0,112,2,12.72,1,2,5,0
user_3785,1707.73,credit_card,False,False,7,5,UK,utilities,0,429,1,21.35,3,1,1,0
user_9381,707.54,ach,False,False,10,4,UK,groceries,0,496,2,7.08,1,2,1,0
user_4920,134.52,debit_card,False,False,6,2,CA,restaurant,0,2643,2,3.36,3,2,1,0
user_7022,348.96,debit_card,False,False,8,1,AU,utilities,0,3198,1,4.36,3,1,1,0
user_9504,793.92,debit_card,False,False,22,3,US,restaurant,0,1802,1,19.85,2,1,1,0
user_8912,958.63,debit_card,True,True,10,5,CA,gas,0,3022,2,19.17,1,2,1,0
user_4912,1146.91,ach,False,False,17,2,CA,groceries,0,3536,1,11.47,1,1,1,0
user_4839,622.56,debit_card,False,False,11,6,US,groceries,0,603,1,6.23,1,1,1,0
user_4232,668.59,debit_card,False,False,20,1,AU,retail,0,1622,1,4.46,2,1,1,0
user_3793,156.09,credit_card,False,False,13,2,AU,utilities,0,2576,3,1.95,1,3,1,0
user_7146,341.57,debit_card,False,True,11,1,US,retail,0,1680,1,2.28,1,1,1,0
user_8988,352.82,debit_card,False,True,22,5,CA,utilities,0,1313,2,4.41,2,2,1,0
user_4366,60.23,ach,False,False,15,6,AU,restaurant,0,2740,3,1.51,1,3,1,0
user_2276,87.88,debit_card,False,False,21,0,US,gas,0,444,2,1.76,2,2,1,0
user_9504,1384.97,ach,False,False,18,5,US,groceries,0,1802,1,13.85,2,1,1,0
user_9504,1825.06,ach,False,False,20,0,US,utilities,0,1802,3,22.81,2,3,1,0
user_7945,172.97,debit_card,False,False,15,5,UK,gas,0,1525,2,3.46,1,2,1,0
user_3847,1131.3,credit_card,False,False,10,3,CA,retail,0,40,2,7.54,1,2,5,0
user_8765,89.26,debit_card,False,False,18,3,CA,utilities,0,588,2,1.12,2,2,1,0
user_1752,97.61,debit_card,False,False,18,0,AU,gas,0,96,3,1.95,2,3,5,0
user_2636,332.41,credit_card,False,False,9,4,AU,restaurant,0,3537,1,8.31,3,1,1,0
user_2419,376.34,ach,False,True,14,1,CA,groceries,0,3103,2,3.76,1,2,1,0
user_1505,189.48,credit_card,False,True,15,4,US,groceries,0,1155,3,1.89,1,3,1,0
user_5828,1926.25,credit_card,False,False,18,2,AU,retail,0,807,3,12.84,2,3,1,0
user_6085,463.96,credit_card,False,False,16,2,US,retail,0,263,2,3.09,1,2,1,0
user_6617,200.77,debit_card,False,False,15,0,CA,gas,0,595,2,4.02,1,2,1,0
user_2294,4047.8,wire_transfer,True,True,4,6,CN,wire_transfer,2,2344,8,8.1,10,8,1,1
user_4212,77.92,debit_card,False,True,22,3,CA,utilities,0,1967,2,0.97,2,2,1,0
user_7086,75.78,ach,False,False,22,5,CA,retail,0,1961,1,0.51,2,1,1,0
user_1355,228.96,debit_card,False,False,20,3,CA,restaurant,0,416,1,5.72,2,1,1,0
user_3675,739.54,credit_card,False,True,12,1,CA,utilities,0,1107,3,9.24,1,3,1,0
user_1613,55.86,debit_card,False,True,17,3,US,gas,0,1402,1,1.12,1,1,1,0
user_5951,443.26,debit_card,False,True,7,1,CA,restaurant,0,215,1,11.08,3,1,1,0
user_1104,685.23,credit_card,False,False,8,5,CA,retail,0,308,1,4.57,3,1,1,0
user_5999,978.32,debit_card,False,False,12,0,US,retail,0,1389,2,6.52,1,2,1,0
user_1202,1678.15,debit_card,True,False,19,0,AU,utilities,0,490,1,20.98,2,1,1,0
user_5839,59.28,ach,False,True,18,2,US,restaurant,0,366,3,1.48,2,3,1,0
user_3267,84.07,credit_card,False,False,9,3,AU,retail,0,2872,3,0.56,3,3,1,0
user_9808,1250.98,credit_card,False,False,8,3,UK,utilities,0,372,3,15.64,3,3,1,0
user_6573,1171.86,ach,False,False,7,3,UK,groceries,0,3558,1,11.72,3,1,1,0
user_8863,706.74,credit_card,False,True,16,5,UK,restaurant,0,3203,3,17.67,1,3,1,0
user_3734,204.09,debit_card,False,False,11,0,UK,retail,0,3197,1,1.36,1,1,1,0
user_5342,806.84,debit_card,False,False,20,6,AU,gas,0,897,3,16.14,2,3,1,0
user_6188,334.76,debit_card,False,False,8,0,US,retail,0,51,1,2.23,3,1,5,0
user_3636,362.16,ach,False,False,18,5,UK,retail,0,629,1,2.41,2,1,1,0
user_9553,658.56,credit_card,False,False,12,1,US,restaurant,0,2887,2,16.46,1,2,1,0
user_1269,1641.57,ach,False,False,19,0,CA,gas,0,2973,2,32.83,2,2,1,0
user_2832,257.96,debit_card,False,False,12,0,CA,gas,0,267,1,5.16,1,1,1,0
user_1202,1660.36,debit_card,False,False,19,6,CA,utilities,0,2773,3,20.75,2,3,1,0
user_3712,724.44,ach,False,False,7,3,AU,utilities,0,1522,1,9.06,3,1,1,0
user_5082,636.7,debit_card,False,False,7,5,AU,restaurant,0,3232,3,15.92,3,3,1,0
user_8126,1774.75,ach,False,False,18,3,UK,retail,0,1452,1,11.83,2,1,1,0
user_4839,995.05,ach,False,False,6,3,US,gas,0,603,1,19.9,3,1,1,0
user_8428,1897.54,ach,False,False,19,3,US,gas,0,1296,1,37.95,2,1,1,0
user_9167,796.26,ach,False,True,11,5,CA,restaurant,0,1123,2,19.91,1,2,1,0
user_5573,293.66,credit_card,False,False,19,3,AU,groceries,0,2813,3,2.94,2,3,1,0
user_7147,226.98,debit_card,True,False,22,4,US,restaurant,0,2462,2,5.67,2,2,1,0
user_3555,41.84,debit_card,True,True,7,3,US,utilities,0,1025,2,0.52,3,2,1,0
user_7165,109.45,ach,False,False,21,0,AU,retail,0,1475,1,0.73,2,1,1,0
user_3492,46.33,debit_card,False,True,22,5,US,gas,0,791,3,0.93,2,3,1,0
user_1612,1963.18,debit_card,False,False,16,3,US,gas,0,3225,2,39.26,1,2,1,0
user_5803,1237.18,debit_card,False,False,12,1,CA,gas,0,2915,1,24.74,1,1,1,0
user_6314,59.86,credit_card,False,False,17,6,UK,retail,0,1565,2,0.4,1,2,1,0
user_4143,330.86,debit_card,False,False,19,0,AU,gas,0,2804,1,6.62,2,1,1,0
user_1567,6700.58,wire_transfer,True,True,4,6,RO,wire_transfer,3,2150,11,13.4,10,11,1,1
user_5107,54.31,debit_card,False,False,11,3,AU,gas,0,1385,2,1.09,1,2,1,0
user_1520,515.47,debit_card,True,True,4,3,ID,electronics,3,982,13,1.03,10,13,1,1
user_5558,547.01,credit_card,False,False,14,1,US,utilities,0,1956,3,6.84,1,3,1,0
user_5073,183.2,debit_card,True,False,11,1,AU,retail,0,604,2,1.22,1,2,1,0
user_4666,114.79,debit_card,True,False,21,4,UK,groceries,0,2949,2,1.15,2,2,1,0
user_1533,1541.16,ach,False,False,12,5,AU,retail,0,3554,3,10.27,1,3,1,0
user_9381,576.67,debit_card,False,False,8,2,UK,restaurant,0,496,2,14.42,3,2,1,0
user_1612,7157.16,debit_card,True,True,4,5,ID,electronics,8,3225,19,14.31,10,19,1,1
user_1517,1418.4,debit_card,False,True,21,5,US,groceries,0,811,3,14.18,2,3,1,0
user_2245,946.06,ach,False,True,8,4,AU,groceries,0,1315,2,9.46,3,2,1,0
user_8673,62.61,debit_card,False,True,6,1,CA,gas,0,3553,1,1.25,3,1,1,0
user_7434,654.78,credit_card,False,False,7,5,UK,utilities,0,2601,1,8.18,3,1,1,0
user_4764,4946.09,wire_transfer,True,True,4,1,NG,wire_transfer,4,1140,15,9.89,10,15,1,1
user_5986,953.44,credit_card,False,True,9,1,US,retail,0,991,2,6.36,3,2,1,0
user_2102,91.22,ach,False,False,18,0,US,groceries,0,1858,1,0.91,2,1,1,0
user_3473,770.83,debit_card,False,True,7,1,AU,retail,0,1841,2,5.14,3,2,1,0
user_3869,781.94,debit_card,False,False,19,6,AU,utilities,0,222,3,9.77,2,3,1,0
user_7510,1438.56,debit_card,False,False,17,5,UK,groceries,0,2158,3,14.39,1,3,1,0
user_1530,1668.02,ach,True,False,6,4,AU,gas,0,1549,3,33.36,3,3,1,0
user_3425,158.34,debit_card,False,False,17,5,US,groceries,0,1979,1,1.58,1,1,1,0
user_9904,9503.27,cryptocurrency,True,True,5,0,CA,cryptocurrency,2,1528,9,9.5,10,9,1,1
user_1514,121.88,ach,True,False,10,5,CA,groceries,0,1170,1,1.22,1,1,1,0
user_1241,75.15,ach,False,False,7,1,CA,gas,0,1694,2,1.5,3,2,1,0
user_2169,83.46,debit_card,False,False,6,4,UK,restaurant,0,2467,1,2.09,3,1,1,0
user_1601,359.12,ach,False,True,8,4,UK,gas,0,1063,2,7.18,3,2,1,0
user_8541,126.93,ach,False,True,12,1,CA,groceries,0,943,2,1.27,1,2,1,0
user_3589,634.18,debit_card,False,True,14,1,AU,gas,0,1932,3,12.68,1,3,1,0
user_4302,88.26,credit_card,False,True,6,2,US,restaurant,0,1322,2,2.21,3,2,1,0
user_4150,195.06,ach,False,False,14,3,UK,utilities,0,951,3,2.44,1,3,1,0
